companyId,companyName,default,category
1253,"Wuhan Zhongke Tongda High -tech Co., Ltd.",0,it
1254,"Beijing Juranzhijia Home Furnishing Chain Co., Ltd.",0,optional
1255,"Fujian Nagawa Management Materials Technology Co., Ltd.",0,industry
1256,"Jiangxi Huajie Feed Co., Ltd.",0,daily consumption
1257,"Shenzhen Jufei Optical Materials Co., Ltd.",0,it
1258,"Anhui Sinoma Baoye Construction Industrialization Co., Ltd.",0,materials
1259,"Zhumadian Youtai Logistics Co., Ltd.",0,industry
1260,"Zhejiang Yida Fans Co., Ltd.",0,industry
1261,"Aibo Nord (Beijing) Medical Technology Co., Ltd.",0,medical_insurance
1262,"Hunan Dongjia Intelligent Technology Co., Ltd.",0,optional
1263,"Shengshi Technology Co., Ltd.",0,it
1264,"Zhou Shuhui, Tan Zhijia, Yu Yujun, Li Yongjun",0,materials
1265,"Liu Jiaming, Liu Yu, Liu Yiran, Zhu Xinxin",0,materials
1266,"Xinjiang Hebang Supply Chain Management Technology Co., Ltd.",0,industry
1267,"Hangzhou Meinian Medical Clinic Co., Ltd.",0,medical_insurance
1268,"Shouguang Yaoguang New Energy Co., Ltd.",0,it
1269,"Anhui Anxin (Woyang) Animal Husbandry Co., Ltd.",0,daily consumption
1270,"Hangzhou Jiuxiang Import and Export Co., Ltd.",0,optional
1271,Wang Jie,0,medical_insurance
1272,"Sichuan Jiayu Doors, Windows and Curtain Wall Co., Ltd.",0,industry
1273,"Anhui Anlian Opens the Future Information Technology Co., Ltd.",0,it
1274,"Yuanyou Pet International Co., Ltd.",0,optional
1275,"Hong Kong Xiong Tao Power Supply Co., Ltd.",0,industry
1276,"Weifang Puhua Municipal Engineering Co., Ltd.",0,industry
1277,"Beijing Century Guoyuan Technology Co., Ltd.",0,it
1278,Livzon Group Livzon Pharmaceutical Factory,0,medical_insurance
1279,"Jilin Wanfeng Aowei Steam Turbine Co., Ltd.",0,optional
1280,"Hangzhou Dongyuan Changtian Technology Co., Ltd.",0,real estate
1281,"Zhejiang Central Control System Engineering Co., Ltd.",0,it
1282,"Guangsha Construction Group Co., Ltd. Guizhou Branch",1,public
1283,"Wuhan Donghu High -tech Group Co., Ltd.",0,industry
1284,"Wuhu Minqiang Financing Guarantee (Group) Co., Ltd.",0,medical_insurance
1285,"Zhengzhou Rongwang Real Estate Development Co., Ltd.",0,real estate
1286,"Shenzhen Aite.com Energy Energy Co., Ltd.",0,real estate
1287,Farmers and dealers,0,daily consumption
1288,"Yijinhuoluo Banner Zhenxing Coal Co., Ltd. (Zhenxing)",0,industry
1289,"Xinjiang Tianye Co., Ltd.",0,materials
1290,"Hunan Yingshengyuan Trading Co., Ltd.",0,industry
1291,"Shenzhen Baixinglong Creative Packaging Co., Ltd.",0,materials
1292,"Yunnan Linshuang Expressway Co., Ltd.",0,industry
1293,"Qingdao Huada Intelligent Manufacturing Technology Co., Ltd.",0,medical_insurance
1294,"Beijing Labtech Technology Co., Ltd.",0,it
1295,"Suzhou Jiepin Electronic Technology Co., Ltd.",0,it
1296,DKBAParticipa??esLtda.SA,0,daily consumption
1297,"Livzon Group Fuzhou Fuxing Pharmaceutical Co., Ltd.",0,medical_insurance
1298,"Lijiang Gucheng Southwest Cement Co., Ltd.",0,materials
1299,"Kezhijie New Materials Group Co., Ltd.",0,materials
1300,"Shanghai Cindano Co., Ltd.",0,industry
1301,"Dian Diagnostic Technology Group Co., Ltd.",0,industry
1302,"Shanxi Antai Group Co., Ltd. and its holding subsidiaries",0,energy
1303,Huaxun Industry(suzhou)Ltd.,0,it
1304,"Fujian Fuguang Tiantong Optical Co., Ltd.",0,it
1305,"Zhejiang Jincheng Shangtong Automobile Sales and Service Co., Ltd.",0,materials
1306,"Huzhou New City Yue'an Real Estate Development Co., Ltd.",0,real estate
1307,"Zhongfu Shenying (Shanghai) Technology Co., Ltd.",0,materials
1308,"Huai'an Haoxin Hydraulic Co., Ltd.",0,industry
1309,"Yishi Juxin Co., Ltd.",0,real estate
1310,"Weihai Clayfield Fan Co., Ltd.",0,industry
1311,"Shanghai Jingfeng Pharmaceutical Co., Ltd.",0,medical_insurance
1312,Dong Yunlei,0,industry
1313,"Pinghu New City Wanbo Business Development Co., Ltd.",0,real estate
1314,"Shenzhen Saiwei Intelligent Co., Ltd.",0,it
1315,"Ganzhou Auketai Tool Technology Co., Ltd.",0,materials
1316,"Zhejiang Puluojiayuan Pharmaceutical Co., Ltd.",0,medical_insurance
1317,"Guangdong Jetsung Chemical Co., Ltd.",0,materials
1318,"Jiangsu Sunshine Group Co., Ltd.",1,optional
1319,"Changshu Hongzhi Warehousing Co., Ltd.",0,industry
1320,"China Railway Tunnel Bureau Group Co., Ltd.",0,industry
1321,"Ganzhou Baoming New Material Technology Co., Ltd.",0,it
1322,"Xuerong Biotechnology (Thailand) Co., Ltd.",0,daily consumption
1323,"Yangzhong Xincheng Wuyue Business Management Co., Ltd.",0,real estate
1324,"Guangdong Shunwei Intelligent Technology Co., Ltd.",0,optional
1325,"Zhou Jinxin, Yang Miaoxian, Zhang Yongfan, Xu Meiju",0,it
1326,"Jiangsu Sunshine Co., Ltd.",1,optional
1327,"Zhejiang Jingxing Paperboard Co., Ltd.",0,materials
1328,"Jiangsu Zhongxing Paineng Battery Co., Ltd.",0,industry
1329,"Hubei Anbo Pharmaceutical Co., Ltd.",0,medical_insurance
1330,"Chongqing Pharmaceutical Group Traditional Chinese Medicine Co., Ltd.",0,medical_insurance
1331,"Jiahe County Jingneng Electric Power Co., Ltd.",0,public
1332,"Igor Electric Co., Ltd.",0,industry
1333,"Dongguan Haineng Electronics Co., Ltd.",0,it
1334,"Changzhou Jintan Wanbo Real Estate Management Co., Ltd.",0,real estate
1335,Trina Solar Energy Development Pte. Ltd.,0,it
1336,"Guangxi Zhongwei New Energy Technology Co., Ltd.",0,materials
1337,"Wuzhong Jifeng Wanshengda Agricultural Machinery Automobile Co., Ltd.",0,optional
1338,"Huayu Huayuan Electronic Technology(Shenzhen)Ltd.,Ganzhou Kexiang Electronic Technology Factory No. 2 Co., Ltd.,Jiangxi Kexiang Electronic Technology Co., Ltd.",0,it
1339,"AD Co., Ltd.",0,industry
1340,"Jiangmen Dongpeng Smart Home Co., Ltd.",0,industry
1341,"Beijing Donghua Hechuang Technology Co., Ltd.",0,it
1342,"Jiangsu Baoxin Smart Energy Co., Ltd.",0,industry
1343,"Hangzhou Ruiren Household Products Co., Ltd.",0,optional
1344,"Wang Zhigang, Liu Suzhen",0,it
1345,"Jingneng Real Estate Co., Ltd.",0,real estate
1346,"Enping Foran Energy Co., Ltd.",1,public
1347,"Wuhan Jiahong Yongye Supply Chain Management Co., Ltd.",0,industry
1348,"Chongqing Tongyue Expressway Co., Ltd.",0,industry
1349,"Nanchang Wuyue Real Estate Development Co., Ltd.",0,real estate
1350,"Zhangjiagang Gangcun Scrap Metal Recycling Co., Ltd.",0,materials
1351,Fuzhou Institute of Technology,0,it
1352,"Hebei Sino Membrane Technology Co., Ltd.",0,public
1353,"Mengpai New Materials (Ningguo) Co., Ltd.",0,materials
1354,"Guangdong Dongfang Yiye Technology Co., Ltd.",0,materials
1355,"Heilongjiang Guozhong Water Co., Ltd.",0,public
1356,"Foshan Dongpeng Sanitary Ware Co., Ltd.",0,industry
1357,"Shanghai Wynn Band Co., Ltd.",0,industry
1358,"Taizhou Haihong Ecological Construction Co., Ltd.",1,industry
1359,"Ruyuandong Sunshine Fluorine Resin Co., Ltd.",0,materials
1360,SFHOLDINGLIMITED,0,industry
1361,Marble Edge Investments Limited,0,industry
1362,"Changchun Longda Aluminum Co., Ltd.",0,optional
1363,"Excellent Technology Co., Ltd.",0,it
1364,"Xiamen Construction, Research and Purchasing Trading Co., Ltd.",0,materials
1365,"Guangzhou Nanxin Pharmaceutical Co., Ltd.",0,medical_insurance
1366,"Tianjin Hongyuan Wangneng Petrochemical Technology Co., Ltd.",1,financial
1367,"Suzhou Meinong Biotechnology Co., Ltd.",0,daily consumption
1368,"Kunming Chenghai Real Estate Development Co., Ltd.",0,real estate
1369,KELONINTERNATIONALINC.,0,optional
1370,"Guilin Fuda Co., Ltd.",0,optional
1371,"Pingxiang Changyun Shengda Automobile Sales Co., Ltd.",0,industry
1372,"Zhejiang Dahang Technology Co., Ltd.",0,optional
1373,"Suzhou Xiaojun Real Estate Development Co., Ltd.",0,real estate
1374,"Shanghai Annoqi Group Co., Ltd.",0,materials
1375,"Zhejiang Cinda Real Estate Co., Ltd.",0,real estate
1376,"Products Zhongda Changlelin Farm Co., Ltd.",0,industry
1377,"Satellite Chemical Co., Ltd.",0,materials
1378,"Anxi Ansheng Environmental Engineering Co., Ltd.",0,industry
1379,"Jiangsu Baoxin New Energy Technology Co., Ltd.",0,industry
1380,"Yancheng Xiangwei Auto Parts Co., Ltd.",0,optional
1381,"Bozhi Holdings Group Co., Ltd.",0,materials
1382,"Hubei Xiongtao Lithium Battery Co., Ltd.",0,industry
1383,"Hefei GCL Integrated New Energy Technology Co., Ltd.",0,it
1384,Qiu Deyong,0,industry
1385,"Jiangsu Dayang Co., Ltd.",0,it
1386,"Nanjing Jufeng New Materials Co., Ltd.",1,materials
1387,"Changzhou New City Wuyue Business Management Co., Ltd.",0,real estate
1388,"Taisheng Wind Energy (Song County) New Energy Development Co., Ltd.",0,industry
1389,"Tancheng Huifeng Diamond Technology Co., Ltd.",0,materials
1390,"Hainan Duty Free Products Co., Ltd.",0,optional
1391,"Hangzhou Wangxin Zhilin Technology Development Co., Ltd.",0,industry
1392,"Shanghai Huayi Holding Group Co., Ltd.",0,materials
1393,"Shanghai Moen Electric Co., Ltd.",0,industry
1394,"Nanjing Wandez Environmental Protection Technology Co., Ltd.",0,industry
1395,"Nanchang County Hongci Real Estate Development Co., Ltd.",0,real estate
1396,"Dongguan Hongchuan Chemical Storage Co., Ltd.",0,industry
1397,"Fu'an Pharmaceutical (Group) Co., Ltd.",0,industry
1398,"Xinjiang Yuxiang Puyang Chemical Co., Ltd.",0,materials
1399,"Zhejiang Zhongjie Sewing Technology Co., Ltd.",0,industry
1400,"Zhejiang Jinhu Mechanical and Electrical Co., Ltd.",0,materials
1401,"Shenzhen Biyi Micro Electronics Co., Ltd.",0,it
1402,"Sinopharm Holding Shantou Co., Ltd.",0,medical_insurance
1403,"Xiamen Xiamen Industry Machinery Co., Ltd.",0,industry
1404,"Sichuan Baili Tianheng Pharmaceutical Co., Ltd.",0,medical_insurance
1405,"Chongqing Huabang Shengkai Pharmaceutical Co., Ltd.",0,materials
1406,"A.D. Pipeline (Anhui) Co., Ltd.",0,industry
1407,"Suzhou Yiya Real Estate Development Co., Ltd.",0,real estate
1408,"Changchun Jiutai District Tianying Environmental Protection Energy Co., Ltd.",0,industry
1409,"Liaoning Chengda Fangyuan Pharmaceutical Chain Co., Ltd.",1,medical_insurance
1410,"Suzhou Golden Mantis Gardening and Landscaping Co., Ltd.",0,industry
1411,"Zhongshun Jierou (Macau) Co., Ltd.",0,daily consumption
1412,"Hunan Oil Pump Co., Ltd.",0,optional
1413,"Wuxi Sunan Cable Co., Ltd.",0,industry
1414,"Zaozhuang Zhonglian Cement Co., Ltd.",0,materials
1415,"Fuyang Xincheng Wuyue Business Management Co., Ltd.",0,real estate
1416,"Li Haihang, Deng Daqin, Li Jiangbiao",0,materials
1417,"Junan Tianying Environmental Protection Energy Co., Ltd.",0,industry
1418,"Liu Jiaming, Wu Binxiang, Liu Yu, Liu Yiran, Liu Jie, Zhang Jianwen, etc.",0,materials
1419,"Guangzhou Huangpu Wen Chongcheng Zhongcun Reconstruction Investment Co., Ltd.",0,real estate
1420,"Jiangsu Dingda Construction New Technology Co., Ltd.",0,industry
1421,"Zhejiang Fuye Group Co., Ltd.",0,materials
1422,"Wang Laifu, Kou Jingli, Wang Zaifu, Dong Hongxia",0,materials
1423,"Suzhou Haooubo Biopharmaceutical Sales Co., Ltd.",0,medical_insurance
1424,"Haian Celan Investment Co., Ltd.",0,industry
1425,"Foshan Nanhai New Drugs and Specialty Drugs Co., Ltd.",0,medical_insurance
1426,"Yunnan Linyun Expressway Co., Ltd.",0,industry
1427,"Zhejiang Dema Industrial Equipment Co., Ltd.",0,industry
1428,"Chongqing Jiangqi Expressway Co., Ltd.",0,industry
1429,"Guanghan Lefu Beverage Co., Ltd.",0,materials
1430,"Jingdezhen Fuxiang Life Technology Co., Ltd.",0,medical_insurance
1431,"Sanchang Technology Co., Ltd.",0,industry
1432,"Zhejiang Yisheng Petrochemical Co., Ltd.",0,materials
1433,"Xuzhou China Coal Hantai Construction Industrialization Co., Ltd.",0,materials
1434,"Giant Wheel Intelligent Equipment Co., Ltd.",0,industry
1435,"Xiamen Wangrun Asset Management Co., Ltd.",0,industry
1436,"Shanghai Free Trade Zone International Cultural Investment Development Co., Ltd.",0,industry
1437,"Qingdao Senqilin Tire Co., Ltd.",0,optional
1438,"Wang Jian, Beijing Liujin Years Media Technology Co., Ltd.",0,it
1439,"Shanghai Xincheng Chuangyu Real Estate Co., Ltd.",0,real estate
1440,"Wuxi Lihu Booster Technology Co., Ltd.",0,optional
1441,"Fujian Yongan Forestry (Group) Co., Ltd.",0,optional
1442,Pearl River Piano Group Europe Ltd.,0,optional
1443,Zhao Guoyi,0,materials
1444,"Xichang Electric Power Construction Kangxin Investment and Construction Co., Ltd.",0,industry
1445,"Qingdao Jiaoning Suning.com Trading Co., Ltd.",0,optional
1446,"Guangzhou Boen Vitamin Co., Ltd.",0,daily consumption
1447,"Dali Kaiyuan Environmental Protection Co., Ltd.",0,industry
1448,"Fujian Kemet Gas Co., Ltd.",0,materials
1449,"Anhui Xinke New Materials Co., Ltd.",0,materials
1450,"Ma Shuyun, Wang Shixian",0,materials
1451,"Zhenjiang 3D Transportation Equipment Co., Ltd.",0,materials
1452,"Wuhan Shoumaocheng Real Estate Co., Ltd.",0,real estate
1453,"Zhejiang Shiyuan Jinniu Chemical Co., Ltd.",0,materials
1454,"Jiahe Meikang (Beijing) Technology Co., Ltd.",0,it
1455,"Zhejiang Wanliyang Co., Ltd.",0,optional
1456,"Suzhou Tianhong Shopping Mall Co., Ltd.",0,optional
1457,"Guangxi Wanlonghe Real Estate Development Co., Ltd.",0,real estate
1458,"Hengshui TEDA Biomass Power Generation Co., Ltd.",0,industry
1459,"Beijing Huasu Pharmaceutical Co., Ltd.",0,medical_insurance
1460,"Sinopharm Holding Guoda Pharmacy Shanghai Chain Co., Ltd.",0,medical_insurance
1461,"Rugao Hongmao Cast Steel Co., Ltd.",0,materials
1462,"Lingyuan Iron and Steel Co., Ltd.",0,materials
1463,"Kezhijie Chemical (Jinhua) Co., Ltd.",0,materials
1464,"Shenzhen Dashi Intelligent Co., Ltd.",0,it
1465,"Zunyi Meinian Health Examination Center Co., Ltd.",0,medical_insurance
1466,"Huitong Construction Group Co., Ltd.",0,industry
1467,"Yangmei Group Shenzhou Chemical Co., Ltd.",0,materials
1468,"Changsha Zhongfu Preform Co., Ltd.",0,materials
1469,"Shanghai Aineng Electric Power Engineering Co., Ltd.",0,industry
1470,"Shenyang Cuihua Gold and Silver Jewelry Co., Ltd.",0,optional
1471,"Shenzhen Dashi Information Technology Co., Ltd.",0,it
1472,"Suzhou Chunxing Precision Co., Ltd.",0,optional
1473,"Daan Financial Leasing (Guangzhou) Co., Ltd.",0,medical_insurance
1474,"Tianjin Dongfang Nianhua Special Materials Co., Ltd.",0,industry
1475,"Hu Xiaoyu, Xu Qiaoyan, Hu Xiaotian, Ruan Ying, Sun Changlai, Luo Youzhen",0,it
1476,"Zhejiang Guangyu New City Real Estate Development Co., Ltd.",0,real estate
1477,"Ma'anshan Changya Passenger Transport Co., Ltd.",0,industry
1478,"Chengdu Dongyusheng Real Estate Co., Ltd.",0,real estate
1479,"Chengdu Wangpu Licheng Real Estate Development Co., Ltd.",0,real estate
1480,"Zhao Dongming, Jiang Xueyi",0,materials
1481,"Zhuhai Lizhu Monoclonal Antibody Biotechnology Co., Ltd.",0,medical_insurance
1482,"Chengdu Luwei Optoelectronics Technology Co., Ltd.",0,it
1483,"Hailiang (Anhui) Copper Co., Ltd.",0,materials
1484,"China Coal Energy Co., Ltd.",0,energy
1485,"Caesar (China) Culture Co., Ltd.",0,it
1486,"Datang Gaohong Information Technology Co., Ltd.",0,optional
1487,"Qiandongnan Meinian Health Management Co., Ltd.",0,medical_insurance
1488,"Qingdao Special Real Estate Development Co., Ltd.",0,real estate
1489,"Yantai Alice Pet Food Co., Ltd.",0,daily consumption
1490,"Fuzhou Jinlv Environmental Technology Co., Ltd.",0,industry
1491,"Huzhou Xingpu Southern Cement Co., Ltd.",0,materials
1492,"Guangzhou Baiyun Electric Electric Equipment Co., Ltd.",0,industry
1493,"Jiangsu Water New Material Technology Co., Ltd.",0,materials
1494,GoodmanMedicalSuppliesLimited,0,medical_insurance
1495,"Guang'an Luyan Pharmaceutical Co., Ltd.",0,medical_insurance
1496,"Chongqing Pharmaceutical Heping Pharmaceutical Wholesale Co., Ltd. Wuxi Branch",1,medical_insurance
1497,"Beijing Tongyou Feiyi Technology Co., Ltd.",0,it
1498,"Sinopharm Holding Guoda Pharmacy Nanjing Chain Co., Ltd.",1,medical_insurance
1499,"Jiangxi Pingxiang Changyun Co., Ltd.",0,industry
1500,"Dai Fuhao, Cui Zhenying, Li Gang, Zhao Gengfei, Tonghui Jiashi (Beijing) Information Technology Co., Ltd.",0,it
1501,"Qingdao Senqilin International Trade Co., Ltd.",0,optional
1502,"Guangdong Taksda Technology Co., Ltd.",0,industry
1503,"Shanghai Dechuanghui Technology Development Co., Ltd.",0,industry
1504,"Xuzhou Xingning Leather Industry Co., Ltd.",0,optional
1505,"Wang Zhen, Wang Hejun",0,it
1506,"Suzhou Lingyun Vision Intelligent Equipment Co., Ltd.",0,it
1507,"China Energy Construction Group Jiangsu Electric Power Design Institute Co., Ltd. Co., Ltd.",0,industry
1508,"Changsha Yida Chuangzhi Real Estate Development Co., Ltd.",0,industry
1509,"Yuxi Hangyang Gas Co., Ltd.",0,industry
1510,"Hangzhou Shanya Southern Cement Co., Ltd.",0,materials
1511,"Taizhou Baocheng Automobile Sales and Service Co., Ltd.",0,materials
1512,"Liaoning Health Services Co., Ltd.",0,medical_insurance
1513,"Shandong Lianke New Materials Co., Ltd.",0,materials
1514,"Jiangmen Zhongshun Paper Co., Ltd., Zhongshun Jierou (Yunfu) Paper Co., Ltd., Zhongshun Jierou (Hubei) Paper Co., Ltd.",0,daily consumption
1515,"Chongqing Pharmaceutical Holdings Shanxi Kangmeilai Pharmaceutical Co., Ltd.",0,medical_insurance
1516,Cianport,0,daily consumption
1517,"Leibo County Electric Power Construction Guoheng Construction Management Co., Ltd.",0,industry
1518,"Shaanxi Zhongfu Beverage Co., Ltd.",0,materials
1519,"Liuyang Zhonglan Gas Co., Ltd.",0,public
1520,"Jiangsu Runbang Industrial Equipment Co., Ltd.",0,industry
1521,"Shouhang Water Resources Technology Development Co., Ltd.",0,industry
1522,"Beijing Honghe Intelligent System Co., Ltd.",0,it
1523,Dynex SemiconductorLtd,0,industry
1524,"Shanghai Liangxin Electric Co., Ltd.",0,industry
1525,"Fu Jianxin, Geng Jianhua, Mu Jifeng",0,industry
1526,"Chen Jian, Liu Haichao, Zhou Yiqing, Hou Yi",0,it
1527,"Changzhou Xingyuan New Energy Materials Co., Ltd.",0,materials
1528,"Tongwei Co., Ltd.",0,it
1529,"Shunbo Aluminum Alloy Hubei Co., Ltd.",0,materials
1530,Liu Bin,0,public
1531,"Shanxi Huairen Zhifengshan Wujiayao Coal Co., Ltd., Shanxi Youyu Yulong",0,industry
1532,"Shanghai Gangyin E-Commerce Co., Ltd.",0,it
1533,"Lijin International Co., Ltd., Yiteng Trading Co., Ltd., Dawan Group Co., Ltd., Wanzhi International Co., Ltd.",0,optional
1534,"Lianyungang Jinhan Industrial Co., Ltd.",0,public
1535,"Shanghai Meinian Clinic Co., Ltd.",0,medical_insurance
1536,"Guangdong Wanshun Technology Co., Ltd.",0,materials
1537,"Celebrity Chef (Hong Kong) Co., Ltd.",1,public
1538,"China Water Conservancy Hydropower Tenth Engineering Bureau Co., Ltd.",0,industry
1539,"Shaanxi Yanchang China Coal Yulin Energy and Chemical Co., Ltd.",0,energy
1540,"Hangzhou Hanggang Metal Materials E-Commerce Co., Ltd.",0,materials
1541,"Chongqing Hengxun Real Estate Development Co., Ltd.",0,real estate
1542,"Shaoguan Qujiang Risheng Thermal Co., Ltd.",0,public
1543,"Jianli Wangneng Environmental Protection Energy Co., Ltd.",0,industry
1544,"Jiangsu Yanfu Yinbao New Energy Co., Ltd.",0,industry
1545,"Langfang Jihong Packaging Co., Ltd.",0,it
1546,"Hubei Changjiangyuan Pharmaceutical Co., Ltd.",0,medical_insurance
1547,"Zhuhai Port Logistics Development Co., Ltd.",0,industry
1548,"Qinghai Minmetals China Railway Highway Construction Management Co., Ltd.",0,industry
1549,"Jiangsu Ruibang Technology Co., Ltd.",0,materials
1550,"China Railway Shanghai Engineering Bureau Group Co., Ltd.",0,industry
1551,"Jiangsu Jicui Yaokang Biotechnology Co., Ltd.",0,medical_insurance
1552,"Chongqing Pharmaceutical Group Dazu Pharmaceutical Co., Ltd.",1,medical_insurance
1553,"Nanjing Huayu Real Estate Development Co., Ltd.",0,materials
1554,"Jiangmen Xincheng Hongzheng Real Estate Development Co., Ltd.",0,real estate
1555,"Qinghai State-owned Assets Investment Management Co., Ltd.",0,materials
1556,"China Institute of Electrical Sciences Co., Ltd.",1,industry
1557,"Luoxin Pharmaceutical Group Co., Ltd.",0,medical_insurance
1558,"Gongyi Gas Co., Ltd.",0,materials
1559,"Zhongxin Zhidi Suzhou Industrial Park Co., Ltd.",0,industry
1560,"Fujian Aonong Biotechnology Group Co., Ltd.",0,daily consumption
1561,"Dong Licheng, Li Jingyan",0,it
1562,"Zhangjiagang Yunchang Green Logistics Co., Ltd.",0,materials
1563,"Qingdao Haijie Real Estate Co., Ltd.",0,industry
1564,"Wuxi Weiyan Zhongjia Precision Machinery Technology Co., Ltd.",0,optional
1565,"Yutian Haishi Meitian Electronic Technology Co., Ltd.",0,it
1566,"Guilin Xincheng Hongsheng Business Management Co., Ltd.",0,real estate
1567,"Meizhou Chaohua Electronic Insulation Materials Co., Ltd.",0,it
1568,"Shanghai Shangrong Supply Chain Management Co., Ltd.",1,it
1569,"Changzhou Jintan Trina Photovoltaic Power Generation Co., Ltd.",0,it
1570,"Three Gorges Electric Power Co., Ltd.",0,public
1571,"Jiayu Doors, Windows and Curtain Walls Energy Saving Technology (Shanghai) Co., Ltd.",0,industry
1572,"Huang Huaqiao, Shenzhen Meizhishun Hardware and Plastic Products Co., Ltd., Shenzhen Meizhigao Industrial Development Co., Ltd., Hongxing Electroplating Co., Ltd.",0,optional
1573,"Beijing Zhongtai Jinjian Real Estate Development Co., Ltd.",0,materials
1574,"Guangzhou Yunda Intelligent Technology Co., Ltd.",0,it
1575,"Chongqing Pharmaceutical Group Xiushan Pharmaceutical Co., Ltd.",1,medical_insurance
1576,"Xi'an Xincheng Wanbo Real Estate Development Co., Ltd.",0,real estate
1577,"Beijing Guodu Internet Technology Co., Ltd.",0,it
1578,"Shanghai Debiyuan Multimedia Development Co., Ltd.",0,industry
1579,"Shenzhen Midea High-tech Co., Ltd.",0,optional
1580,"Pingxiang Changyun Automobile Sales and Maintenance Co., Ltd.",0,industry
1581,"Shenzhen Ruiming Technology Co., Ltd.",0,it
1582,"Zunhua TEDA Environmental Protection Co., Ltd.",0,industry
1583,"Wuhan Yu Tianxing Industry Land Co., Ltd.",0,real estate
1584,"Fujian Guomao Qirun Automobile Sales and Service Co., Ltd.",0,industry
1585,"Chengdu Dapeng Zongheng Intelligent Equipment Co., Ltd.",0,industry
1586,"Dongyang Xiangqing Solar Technology Co., Ltd.",0,it
1587,Shanghai Food (Group) Company,0,optional
1588,"Hunan Tongyou Feiji Technology Co., Ltd.",0,it
1589,"Fuzhou Tianying Environmental Protection Energy Co., Ltd.",0,industry
1590,"Zunyi Hongcheng TEDA Environmental Protection Co., Ltd.",0,industry
1591,"Zhejiang Xin'an Chemical Group Co., Ltd.",1,materials
1592,"Changchun High-tech Industry (Group) Co., Ltd.",0,medical_insurance
1593,"Sinopharm Holdings Guangdong Hengxing Co., Ltd.",0,medical_insurance
1594,"Guangdong Zecheng Technology Co., Ltd.",0,it
1595,"Li Zangwen, Li Zangxu, Sun Jinghua, Zhao Chunxiao, Li Shixian, Hebei Kehui Investment Co., Ltd.",0,optional
1596,"Anhui Ningyita Technology Co., Ltd.",0,materials
1597,"Sinopharm Holding Guoda Pharmacy Henan Chain Co., Ltd.",1,medical_insurance
1598,"Chengdu Cargo Safety Measurement Technology Center Co., Ltd.",0,it
1599,"Tongling Fushi Sanjia Machinery Co., Ltd.",0,industry
1600,"Kingenta Nortel Chemical Co., Ltd.",0,materials
1601,"Ciming Health Examination Management Group Hangzhou Co., Ltd.",0,medical_insurance
1602,"Fenng Technology (Ganzhou) Co., Ltd.",0,industry
1603,"Chongqing Caixin Industrial Co., Ltd.",0,industry
1604,"Ma Jinxing, Dong Lanbo",0,industry
1605,"Li Haihang, Deng Daqin, Li Jiangbiao, Jiangxi Ning Yuhong Xin Material Co., Ltd.",0,materials
1606,"Guanghui Automobile Service Group Co., Ltd.",0,optional
1607,"Pucheng Tianying Environmental Protection Energy Co., Ltd.",0,industry
1608,"Sichuan Shengwei Lithium Industry Co., Ltd.",0,materials
1609,"Frontier Biopharmaceutical (Nanjing) Co., Ltd.",0,medical_insurance
1610,"Suining Changqing Biomass Energy Co., Ltd.",0,public
1611,"Jack Technology Co., Ltd.",1,industry
1612,Li Gang,0,it
1613,"China Electronics Information Industry Group Co., Ltd.",0,it
1614,"Shaanxi Jiataiheng New Energy Co., Ltd.",0,industry
1615,"Xinjiang Production and Construction Corps Investment Co., Ltd.",0,medical_insurance
1616,"Zhuhai Shibi Bai Color Picture Board Co., Ltd.",0,materials
1617,"Nanjing Titanium Dioxide Chemical Co., Ltd.",0,materials
1618,"Hanwei Technology Group Co., Ltd.",0,it
1619,"Tianchang New City Hengxuan Business Operation Management Co., Ltd.",0,real estate
1620,"Zhongshun Jierou (Hong Kong) Co., Ltd.",0,daily consumption
1621,"Duchang County Changyun Public Passenger Transport Co., Ltd.",0,industry
1622,"Baoqing County Shuangliu Coal Mine Co., Ltd.",0,industry
1623,"Shanghai Difu New Material Technology Co., Ltd.",0,materials
1624,"Suzhou Hongchuan Intelligent Logistics Development Co., Ltd.",0,industry
1625,"Tiecheng Information Technology Co., Ltd.",0,industry
1626,"Pishan Haishi Yongan Electronic Technology Co., Ltd.",0,it
1627,"Chengdu Haiguang Integrated Circuit Design Co., Ltd.",0,it
1628,"Beijing Siweitu New Technology Co., Ltd.",0,it
1629,"Du Guodong, Li Yingjuan, Du Wenxiong, Chen Huijuan",0,materials
1630,"Xiamen Zhaoxi Real Estate Development Co., Ltd.",0,industry
1631,"Shaoneng Group Wengyuan Zhineng Biomass Power Generation Co., Ltd.",0,public
1632,"Beijing Yanjun Automobile Service Co., Ltd.",0,optional
1633,"Taoyuan Aibru Environmental Engineering Co., Ltd.",0,industry
1634,"Jiangsu Fulige International Trade Co., Ltd.",0,materials
1635,"Zhenjiang Xinna Material Technology Co., Ltd.",0,materials
1636,"Qinghai Pharmaceutical Co., Ltd.",0,medical_insurance
1637,Xue Hu,0,daily consumption
1638,"Jiangsu Tianqi Heavy Industry Co., Ltd.",0,industry
1639,"Pinghu Zhuoyao Real Estate Development Co., Ltd.",0,real estate
1640,"Hebei Xinlizhong Nonferrous Metals Group Co., Ltd.",0,optional
1641,"Taojiang Modern Environment Urban Flood Control Co., Ltd.",0,industry
1642,"Jiangsu Weibo Hydraulic Co., Ltd.",0,industry
